date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:26:39	473/473	---M-Z	200	added ('OK')	image/svg+xml	etag:%221d9-61ec11b85e0c0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-d.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-d.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:40	250/250	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fa-61ec206065558%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-e.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-e.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:40	236/236	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ec-61ec15d7230b0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-f.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-f.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:41	616/616	---M-Z	200	added ('OK')	image/svg+xml	etag:%22268-61ec1e1750d10%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-g.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy-rating-g.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:41	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec1b8966b78%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_a.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_a.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:42	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec0f6da6188%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_b.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_b.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:43	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec1b47abd00%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_c.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_c.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:44	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec231e84410%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_d.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_d.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:44	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec1461b5630%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_e.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_e.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:44	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61ec1bdd02098%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_f.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_f.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:45	17473/17473	---M-Z	200	added ('OK')	image/svg+xml	etag:%224441-61eaccd77a738%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_g.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/energy_label_g.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:45	256/256	---M-Z	200	added ('OK')	image/svg+xml	etag:%22100-61ec1660fe0f0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:45	256/256	---M-Z	200	added ('OK')	image/svg+xml	etag:%22100-61ec2aa3b03f8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-disabled.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-disabled.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:46	256/256	---M-Z	200	added ('OK')	image/svg+xml	etag:%22100-61ec2256b9c50%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:46	259/259	---M-Z	200	added ('OK')	image/svg+xml	etag:%22103-61ec14d3bb158%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black-disabled.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black-disabled.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:47	256/256	---M-Z	200	added ('OK')	image/svg+xml	etag:%22100-61ec17ec764b0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-hover.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-hover.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:47	58634/58634	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22e50a-61ad44b80fb48%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-hover-disabled.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-white-hover-disabled.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:48	259/259	---M-Z	200	added ('OK')	image/svg+xml	etag:%22103-61ec1b476fc10%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black-hover.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/style-guide-icon-close-bold-black-hover.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:48	243/243	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f3-61ead9867aa10%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:48	245/245	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f5-61ec0fa255e38%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white-dim.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white-dim.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:49	245/245	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f5-61ec143de81a8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-black.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-black.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:49	248/248	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f8-61ec18d52d7d0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-black-dim.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-black-dim.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:49	248/248	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22f8-61ec252de1a00%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white-emphasis.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-white-emphasis.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:49	245/245	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f5-61ec1b834a438%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-gray.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-gray.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:50	245/245	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f5-61ec137e98c30%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-gray-dim.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-new-window-gray-dim.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:50	1904/1904	---M-Z	200	added ('OK')	image/svg+xml	etag:%22770-61ec10430db00%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-black.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-black.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:50	1063/1063	---M-Z	200	added ('OK')	image/svg+xml	etag:%22427-61ec1b4759898%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-white.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-white.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:51	337/337	---M-Z	200	added ('OK')	image/svg+xml	etag:%22151-61ec146fa38c8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-check.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-selectbox-check.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:51	551/551	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%22227-61ec15925b9f0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_radio_a.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_radio_a.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:51	921/921	---M-Z	200	added ('OK')	image/svg+xml	etag:%22399-61ec28cfe7130%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_b.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_b.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:52	652/652	---M-Z	200	added ('OK')	image/svg+xml	etag:%2228c-61ec1b46f14a0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_radio_b.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_radio_b.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:52	578/578	---M-Z	200	added ('OK')	image/svg+xml	etag:%22242-61ec1b4736de8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_radio_disabled.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/form_check_radio_disabled.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:52	1264/1264	---M--	200	added ('OK')	image/png	etag:%224f0-61ec118406638%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-light-bg-desktop.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-light-bg-desktop.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:53	752/752	---M--	200	added ('OK')	image/png	etag:%222f0-61ec0fb393380%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-dark-bg-desktop.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-dark-bg-desktop.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:53	863/863	---M--	200	added ('OK')	image/png	etag:%2235f-61ec0f9d60d88%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-light-bg-mobile.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-light-bg-mobile.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:54	531/531	---M--	200	added ('OK')	image/png	etag:W/%22213-61ec113fc34a8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-dark-bg-mobile.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/circle-progress-dark-bg-mobile.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:54	875/875	---M-Z	200	added ('OK')	image/svg+xml	etag:%2236b-61ec17c848d18%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-bb.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-bb.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:54	865/865	---M-Z	200	added ('OK')	image/svg+xml	etag:%22361-61ead8ca86e80%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-filled.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-filled.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:54	892/892	---M-Z	200	added ('OK')	image/svg+xml	etag:%2237c-61ec13ceb0e98%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-dd.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-dd.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:55	871/871	---M-Z	200	added ('OK')	image/svg+xml	etag:%22367-61ec134851be0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-filled-ff.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-filled-ff.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:56	886/886	---M-Z	200	added ('OK')	image/svg+xml	etag:%22376-61ec0fede98b8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-75.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-75.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:56	900/900	---M-Z	200	added ('OK')	image/svg+xml	etag:%22384-61ec1059b34b8%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-55.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-rating-star-empty-grayscale-55.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:56	2328/2328	---M--	200	added ('OK')	image/gif	etag:%22918-61ec0f58da9c0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/gnb-desktop-120x32.gif	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/gnb-desktop-120x32.gif	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:57	3795/3795	---M--	200	added ('OK')	image/gif	etag:%22ed3-61ec0fb3c7f40%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/gnb-mobile-240x64.gif	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/gnb-mobile-240x64.gif	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:57	310/310	---M-Z	200	added ('OK')	image/svg+xml	etag:%22136-61ec24bd28b10%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-regular-navigation-close-up.svg	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-regular-navigation-close-up.svg	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-base-new-gnb.min.0caf8ca1a3d3690805e309aaa0229de4.css)
11:26:57	3374/3374	---M--	200	added ('OK')	image/png	etag:%22d2e-61ec1b6fa6ad0%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-detail-mail.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/icon-detail-mail.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-templates/page-flagship/compact.min.9e7f63a00a52b8ec764f41e0465d482f.css)
11:26:58	928/928	---M--	200	added ('OK')	image/png	etag:%223a0-61ec138a48378%22	https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/bg-gray-dots.png	C:/foldPage/Fold6/www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-common/resources/images/bg-gray-dots.png	(from https://www.samsung.com/etc.clientlibs/samsung/clientlibs/consumer/global/clientlib-templates/page-flagship/compact.min.9e7f63a00a52b8ec764f41e0465d482f.css)
11:26:58	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2010:26:59%20GMT	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/POST	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/POST	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:26:59	287984/287984	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22464f0-61eb253148e60%22	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/business/	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/business/index.html	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:26:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2003%20Aug%202024%2010:26:59%20GMT	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/get	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/get	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:26:59	265427/265427	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2240cd3-61ea15757c610%22	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/POST/	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/POST/index.html	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:27:00	265427/265427	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2240cd3-61ea15757c610%22	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/Trident/	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/Trident/index.html	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:27:00	265427/265427	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2240cd3-61ea15757c610%22	https://www.samsung.com/pt/smartphones/helpers/getObjectProperty.js	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/helpers/getObjectProperty.66.delayed	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
11:27:00	265427/265427	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2240cd3-61ea15757c610%22	https://www.samsung.com/pt/smartphones/galaxy-z-fold6/get/	C:/foldPage/Fold6/www.samsung.com/pt/smartphones/galaxy-z-fold6/get/index.html	(from http://assets.adobedtm.com/72afb75f5516/30a6759f4129/launch-be0934e2f5e7.min.js)
